HotelName,Rating,Website,Phone,Details,Address,ZipCode,City
Studio 6 Houston-Hobby,,http://www.tripadvisor.com/Hotel_Review-g56003-d239858-Reviews-Studio_6_Houston_Hobby-Houston_Texas.html,,,12700 Featherwood Drive,77034,Houston
Josephine Motel,,http://www.tripadvisor.com/Hotel_Review-g56003-d1647666-Reviews-Josephine_Motel-Houston_Texas.html,,,3314 Telephone Rd,77023,Houston
Island Suites Hobby Airport,,http://www.tripadvisor.com/Hotel_Review-g56003-d2686185-Reviews-Island_Suites_Hobby_Airport-Houston_Texas.html,,,11635 Gulf Freeway,77034,Houston
InTown Suites I-45 North,,http://www.tripadvisor.com/Hotel_Review-g56003-d223185-Reviews-InTown_Suites_I_45_North-Houston_Texas.html,,,16909 Rolling Creek Drive,77090,Houston
InTown Suites Houston West,,http://www.tripadvisor.com/Hotel_Review-g56003-d1901114-Reviews-InTown_Suites_Houston_West-Houston_Texas.html,,,5055 Hwy 6 North,77084,Houston
InTown Suites Highway 6,,http://www.tripadvisor.com/Hotel_Review-g56003-d1901111-Reviews-InTown_Suites_Highway_6-Houston_Texas.html,,,9155 Hwy 6 North,77095,Houston
Howard Johnson,,http://www.tripadvisor.com/Hotel_Review-g56003-d99000-Reviews-Howard_Johnson-Houston_Texas.html,,,7777 Airport Blvd.,77061,Houston
Houston-Days Inn Astrodome,,http://www.tripadvisor.com/Hotel_Review-g56003-d108137-Reviews-Houston_Days_Inn_Astrodome-Houston_Texas.html,,,8500 Kirby Drive,77054,Houston
Holiday Inn Express Hotel & Suites Houston Energy Corridor-W Oaks,,http://www.tripadvisor.com/Hotel_Review-g56003-d3627162-Reviews-Holiday_Inn_Express_Hotel_Suites_Houston_Energy_Corridor_W_Oaks-Houston_Texas.html,,,2205 Barker Oaks Dr,77077,Houston
Hawthorn Suites Houston Southwest,,http://www.tripadvisor.com/Hotel_Review-g56003-d558427-Reviews-Hawthorn_Suites_Houston_Southwest-Houston_Texas.html,,,6910 Southwest Freeway,77074,Houston
Eagle Inn & Suites,2,http://www.tripadvisor.com/Hotel_Review-g56003-d634695-Reviews-Eagle_Inn_Suites-Houston_Texas.html,,,4865 North Freeway,77022,Houston
Dreamland Motel,,http://www.tripadvisor.com/Hotel_Review-g56003-d1643419-Reviews-Dreamland_Motel-Houston_Texas.html,,,1118 Homer St,77091,Houston
La Mirage Motel,,http://www.tripadvisor.com/Hotel_Review-g56003-d1633636-Reviews-La_Mirage_Motel-Houston_Texas.html,,,9202 Homestead Road,77016,Houston
Downtowner Inn Houston,,http://www.tripadvisor.com/Hotel_Review-g56003-d240438-Reviews-Downtowner_Inn_Houston-Houston_Texas.html,,,2510 Hamilton Street,77004,Houston
Downtowner Inn,,http://www.tripadvisor.com/Hotel_Review-g56003-d249655-Reviews-Downtowner_Inn-Houston_Texas.html,,,9720 Eastex Freeway,77093,Houston
Cullen Inn,,http://www.tripadvisor.com/Hotel_Review-g56003-d1630761-Reviews-Cullen_Inn-Houston_Texas.html,,,7411 Cullen Blvd,77051,Houston
Crystal Suites,,http://www.tripadvisor.com/Hotel_Review-g56003-d1237870-Reviews-Crystal_Suites-Houston_Texas.html,,,12962 South Fwy,77047,Houston
Bridgestreet Murphys Camden Mid,,http://www.tripadvisor.com/Hotel_Review-g56003-d1175129-Reviews-Bridgestreet_Murphys_Camden_Mid-Houston_Texas.html,,,2303 Louisiana,77006,Houston
Best Classic Inn,,http://www.tripadvisor.com/Hotel_Review-g56003-d99091-Reviews-Best_Classic_Inn-Houston_Texas.html,,,13611 Rankin Circle West,77073,Houston
Bear Creek Inn,,http://www.tripadvisor.com/Hotel_Review-g56003-d2152775-Reviews-Bear_Creek_Inn-Houston_Texas.html,,,4204 Highway 6 North,77084,Houston
Baron Inn,,http://www.tripadvisor.com/Hotel_Review-g56003-d1631148-Reviews-Baron_Inn-Houston_Texas.html,,,4823 W 34th St,77092,Houston
Americas Best Value Platinum Inn & Suites,,http://www.tripadvisor.com/Hotel_Review-g56003-d268142-Reviews-Americas_Best_Value_Platinum_Inn_Suites-Houston_Texas.html,,,11011 North Freeway (I-45 North),77037,Houston
Airport Hobby Palace Inn,,http://www.tripadvisor.com/Hotel_Review-g56003-d1163572-Reviews-Airport_Hobby_Palace_Inn-Houston_Texas.html,,,8156 Gulf Freeway,77017,Houston
Scottish Inn and Suites,,http://www.tripadvisor.com/Hotel_Review-g56003-d1007915-Reviews-Scottish_Inn_and_Suites-Houston_Texas.html,,,11130 Telephone Road,77075,Houston
Sago Motel,,http://www.tripadvisor.com/Hotel_Review-g56003-d1645965-Reviews-Sago_Motel-Houston_Texas.html,,,7430 Mount St,77088,Houston
Rodeway Inn Southwest Freeway,,http://www.tripadvisor.com/Hotel_Review-g56003-d99094-Reviews-Rodeway_Inn_Southwest_Freeway-Houston_Texas.html,,,3135 Southwest Freeway,77098,Houston
Regency Motel,,http://www.tripadvisor.com/Hotel_Review-g56003-d1647932-Reviews-Regency_Motel-Houston_Texas.html,,,2859 Reed Rd,77051,Houston
Ramels Drive in Motel,,http://www.tripadvisor.com/Hotel_Review-g56003-d1636047-Reviews-Ramels_Drive_in_Motel-Houston_Texas.html,,,8927 Comal Street,77051,Houston
Ramada Limited Suites,,http://www.tripadvisor.com/Hotel_Review-g56003-d109740-Reviews-Ramada_Limited_Suites-Houston_Texas.html,,,4723 West Alabama,77027,Houston
Plainfield Inn Southwest,2,http://www.tripadvisor.com/Hotel_Review-g56003-d243103-Reviews-Plainfield_Inn_Southwest-Houston_Texas.html,,,9638 Plainfield Street,77036,Houston
Passport Inn Houston,,http://www.tripadvisor.com/Hotel_Review-g56003-d645216-Reviews-Passport_Inn_Houston-Houston_Texas.html,,,8505 North Freeway,77037,Houston
Parc Royale Apt Suites,,http://www.tripadvisor.com/Hotel_Review-g56003-d108022-Reviews-Parc_Royale_Apt_Suites-Houston_Texas.html,,,2727 Elmside,77042,Houston
Palace Inn Houston Airport,,http://www.tripadvisor.com/Hotel_Review-g56003-d665252-Reviews-Palace_Inn_Houston_Airport-Houston_Texas.html,,,1202 North Sam Houston Pkwy East,77032,Houston
Palace Inn Houston,,http://www.tripadvisor.com/Hotel_Review-g56003-d652950-Reviews-Palace_Inn_Houston-Houston_Texas.html,,,2027 South Wayside Drive,77023,Houston
Palace Inn Copperfield,,http://www.tripadvisor.com/Hotel_Review-g56003-d3346006-Reviews-Palace_Inn_Copperfield-Houston_Texas.html,,,9323 Point Six Circle,TX 77095,Houston
Ollie Motel,,http://www.tripadvisor.com/Hotel_Review-g56003-d1632485-Reviews-Ollie_Motel-Houston_Texas.html,,,7621 Airline Drive,77037,Houston
Oakwood Verandah at Centerfield,,http://www.tripadvisor.com/Hotel_Review-g56003-d258878-Reviews-Oakwood_Verandah_at_Centerfield-Houston_Texas.html,,,7700 Willow Chase Blvd,77070,Houston
Oakwood at the Lodge on the Parkway,,http://www.tripadvisor.com/Hotel_Review-g56003-d268150-Reviews-Oakwood_at_the_Lodge_on_the_Parkway-Houston_Texas.html,,,1415 Eldridge Parkway,77077,Houston
Oakwood At Old Farm,,http://www.tripadvisor.com/Hotel_Review-g56003-d258633-Reviews-Oakwood_At_Old_Farm-Houston_Texas.html,,,2500 Old Farm Road,77063,Houston
Oakwood at 2400 Fountainview,,http://www.tripadvisor.com/Hotel_Review-g56003-d223168-Reviews-Oakwood_at_2400_Fountainview-Houston_Texas.html,,,2400 Fountainview,77056,Houston
Oakwood At Camden Vanderbilt,,http://www.tripadvisor.com/Hotel_Review-g56003-d258632-Reviews-Oakwood_At_Camden_Vanderbilt-Houston_Texas.html,,,7171 Buffalo Speedway,77025,Houston
New Six Inn and Suites Houston,2,http://www.tripadvisor.com/Hotel_Review-g56003-d3308100-Reviews-New_Six_Inn_and_Suites_Houston-Houston_Texas.html,,,5555 W. 34th Street,77092,Houston
National Motels,,http://www.tripadvisor.com/Hotel_Review-g56003-d1644317-Reviews-National_Motels-Houston_Texas.html,,,1519 McCarty Street,77029,Houston
National at Marquis at Bellaire,,http://www.tripadvisor.com/Hotel_Review-g56003-d1147485-Reviews-National_at_Marquis_at_Bellaire-Houston_Texas.html,,,5454 Newcastle Dr,77081,Houston
Mustang Inn and Suites Hobby Airport,,http://www.tripadvisor.com/Hotel_Review-g56003-d602892-Reviews-Mustang_Inn_and_Suites_Hobby_Airport-Houston_Texas.html,,,8204 Gulf Fwy,77017,Houston
Moonlight Suites,2,http://www.tripadvisor.com/Hotel_Review-g56003-d2673301-Reviews-Moonlight_Suites-Houston_Texas.html,,,15355 West Hardy Road,77060,Houston
Monsoon Inn,,http://www.tripadvisor.com/Hotel_Review-g56003-d107772-Reviews-Monsoon_Inn-Houston_Texas.html,,,7447 I-45 N Freeway,77076,Houston
Luxury Inn,,http://www.tripadvisor.com/Hotel_Review-g56003-d3564333-Reviews-Luxury_Inn-Houston_Texas.html,,,3131 Tidwell,TX 77093,Houston
Lightning,,http://www.tripadvisor.com/Hotel_Review-g56003-d1180363-Reviews-Lightning-Houston_Texas.html,,,607 Durham Drive,77007,Houston
Lexus Inn,,http://www.tripadvisor.com/Hotel_Review-g56003-d1640475-Reviews-Lexus_Inn-Houston_Texas.html,,,7930 Ritz St,77028,Houston
Scottish Inn Hobby Airport,,http://www.tripadvisor.com/Hotel_Review-g56003-d98946-Reviews-Scottish_Inn_Hobby_Airport-Houston_Texas.html,,,8381 Broadway Street,77061,Houston
Legacy Motel,,http://www.tripadvisor.com/Hotel_Review-g56003-d1637168-Reviews-Legacy_Motel-Houston_Texas.html,,,3625 Tidwell Road,77093,Houston
Lee's Inn Motel,,http://www.tripadvisor.com/Hotel_Review-g56003-d1633640-Reviews-Lee_s_Inn_Motel-Houston_Texas.html,,,8920 Gulf Freeway,77017,Houston
Knights Inn Houston,1.5,http://www.tripadvisor.com/Hotel_Review-g56003-d98934-Reviews-Knights_Inn_Houston-Houston_Texas.html,,,12500 North Freeway,77060,Houston
Quality Inn & Suites Galleria/Westchase,2,http://www.tripadvisor.com/Hotel_Review-g56003-d109734-Reviews-Quality_Inn_Suites_Galleria_Westchase-Houston_Texas.html,,,9041 Westheimer Road,77063,Houston
Quality Suites Bush/IAH Airport West,2.5,http://www.tripadvisor.com/Hotel_Review-g56003-d247110-Reviews-Quality_Suites_Bush_IAH_Airport_West-Houston_Texas.html,,,15321 Vantage Pkwy E,77032,Houston
Rodeway Inn & Suites Medical Center,2,http://www.tripadvisor.com/Hotel_Review-g56003-d99131-Reviews-Rodeway_Inn_Suites_Medical_Center-Houston_Texas.html,,,6712 Morningside Street,77030,Houston
Champions Lodge,1.5,http://www.tripadvisor.com/Hotel_Review-g56003-d257503-Reviews-Champions_Lodge-Houston_Texas.html,,,4726 Fm 1960 West,77069,Houston
Greenway Inn & Suites,1.5,http://www.tripadvisor.com/Hotel_Review-g56003-d73470-Reviews-Greenway_Inn_Suites-Houston_Texas.html,,,2929 Southwest Freeway (US 59),77098,Houston
Super 8 Motel - Houston/I-10W@Hwy6,2,http://www.tripadvisor.com/Hotel_Review-g56003-d240481-Reviews-Super_8_Motel_Houston_I_10W_Hwy6-Houston_Texas.html,,,15101 Katy Frwy.,77094,Houston
Studio 6 Houston - Spring,,http://www.tripadvisor.com/Hotel_Review-g56003-d239857-Reviews-Studio_6_Houston_Spring-Houston_Texas.html,,,220 Bammel Westfield Rd,77090,Houston
Venetian Inn & Suites Houston Airport,2,http://www.tripadvisor.com/Hotel_Review-g56003-d99024-Reviews-Venetian_Inn_Suites_Houston_Airport-Houston_Texas.html,,,6 North Sam Houston Parkwy East,77060,Houston
Solaris Hotel and Resorts,,http://www.tripadvisor.com/Hotel_Review-g56003-d122740-Reviews-Solaris_Hotel_and_Resorts-Houston_Texas.html,,,2400 Augusta Dr.,77057,Houston
Scottish Inn & Suites Houston South,,http://www.tripadvisor.com/Hotel_Review-g56003-d503045-Reviews-Scottish_Inn_Suites_Houston_South-Houston_Texas.html,,,9610 West Sam Houston Parkway,77099,Houston
Scottish Inns & Suites-Jones Road,,http://www.tripadvisor.com/Hotel_Review-g56003-d2367166-Reviews-Scottish_Inns_Suites_Jones_Road-Houston_Texas.html,,,11275 Jones Road,77070,Houston
Scottish Inns & Suites - I10 East,,http://www.tripadvisor.com/Hotel_Review-g56003-d240443-Reviews-Scottish_Inns_Suites_I10_East-Houston_Texas.html,,,12706 Interstate 10 East Freeway,77015,Houston
Scottish Inns & Suites East Tidwell,,http://www.tripadvisor.com/Hotel_Review-g56003-d240444-Reviews-Scottish_Inns_Suites_East_Tidwell-Houston_Texas.html,,,424 E Tidwell Rd,77022,Houston
Scottish Inns Houston-Westcott St,,http://www.tripadvisor.com/Hotel_Review-g56003-d240445-Reviews-Scottish_Inns_Houston_Westcott_St-Houston_Texas.html,,,6677 Westcott Street,77007,Houston
Scottish Inns Houston,,http://www.tripadvisor.com/Hotel_Review-g56003-d240446-Reviews-Scottish_Inns_Houston-Houston_Texas.html,,,3331 Antoine Drive,77092,Houston
Americas Best Value Inn & Suites- Houston Airport North,3,http://www.tripadvisor.com/Hotel_Review-g56003-d99045-Reviews-Americas_Best_Value_Inn_Suites_Houston_Airport_North-Houston_Texas.html,,,16410 N Fwy / I-45,77090,Houston
Studio 6 Houston West,,http://www.tripadvisor.com/Hotel_Review-g56003-d244316-Reviews-Studio_6_Houston_West-Houston_Texas.html,,,1255 North Highway 6,77084,Houston
Budgetel Inn Houston,2.5,http://www.tripadvisor.com/Hotel_Review-g56003-d107787-Reviews-Budgetel_Inn_Houston-Houston_Texas.html,,,904 Nasa Parkway,77058,Houston
Holiday Inn Express Houston - Hobby Airport,2.5,http://www.tripadvisor.com/Hotel_Review-g56003-d292556-Reviews-Holiday_Inn_Express_Houston_Hobby_Airport-Houston_Texas.html,,,8730 Gulf Freeway,77017,Houston
Hotel 31 Houston Near the Galleria,3,http://www.tripadvisor.com/Hotel_Review-g56003-d107911-Reviews-Hotel_31_Houston_Near_the_Galleria-Houston_Texas.html,,,3131 West Loop South,77027,Houston
Days Inn West Houston,,http://www.tripadvisor.com/Hotel_Review-g56003-d141902-Reviews-Days_Inn_West_Houston-Houston_Texas.html,,,9535 Katy Freeway,77024,Houston
Executive Lodging at 3000 Sage,,http://www.tripadvisor.com/Hotel_Review-g56003-d570195-Reviews-Executive_Lodging_at_3000_Sage-Houston_Texas.html,,,3000 Sage,77056,Houston
Quality Inn Houston,2,http://www.tripadvisor.com/Hotel_Review-g56003-d108006-Reviews-Quality_Inn_Houston-Houston_Texas.html,,,10155 I-10 E,77029,Houston
Northgate Inn and Suites Houston,2,http://www.tripadvisor.com/Hotel_Review-g56003-d107743-Reviews-Northgate_Inn_and_Suites_Houston-Houston_Texas.html,,,15725 Bammel Village Drive,77014,Houston
Motel 6 Houston Reliant Park,,http://www.tripadvisor.com/Hotel_Review-g56003-d244314-Reviews-Motel_6_Houston_Reliant_Park-Houston_Texas.html,,,3223 South Loop West,77025,Houston
Hampton Inn & Suites,2.5,http://www.tripadvisor.com/Hotel_Review-g56003-d141893-Reviews-Hampton_Inn_Suites-Houston_Texas.html,,,5820 Katy Freeway,77007,Houston
Symphony Inn Houston,,http://www.tripadvisor.com/Hotel_Review-g56003-d651629-Reviews-Symphony_Inn_Houston-Houston_Texas.html,,,6613 North Freeway,77076,Houston
Red Carpet Inn Houston,,http://www.tripadvisor.com/Hotel_Review-g56003-d240435-Reviews-Red_Carpet_Inn_Houston-Houston_Texas.html,,,6868 Hornwood,77074,Houston
Preet Inn,,http://www.tripadvisor.com/Hotel_Review-g56003-d244196-Reviews-Preet_Inn-Houston_Texas.html,,,7505 Fallbrook Drive,77086,Houston
Moonlight Inn and Suites,,http://www.tripadvisor.com/Hotel_Review-g56003-d254040-Reviews-Moonlight_Inn_and_Suites-Houston_Texas.html,,,8228 Gulf Freeway,77017,Houston
Scottish Inn & Suites,,http://www.tripadvisor.com/Hotel_Review-g56003-d223194-Reviews-Scottish_Inn_Suites-Houston_Texas.html,,,431 E. Rankin Road,77073,Houston
Executive Inn & Suites Houston,2,http://www.tripadvisor.com/Hotel_Review-g56003-d1751874-Reviews-Executive_Inn_Suites_Houston-Houston_Texas.html,,,6711 Telephone Road (Hwy 35),77061,Houston
Passport Inn & Suites Houston,,http://www.tripadvisor.com/Hotel_Review-g56003-d240440-Reviews-Passport_Inn_Suites_Houston-Houston_Texas.html,,,7550 Eastex Freeway,77093,Houston
Knights Inn Houston Raceway/Bush Airport,,http://www.tripadvisor.com/Hotel_Review-g56003-d107751-Reviews-Knights_Inn_Houston_Raceway_Bush_Airport-Houston_Texas.html,,,9025 North Freeway/I-45,77037,Houston
Americas Best Value Classic Inn & Suites- Downtown,,http://www.tripadvisor.com/Hotel_Review-g56003-d223138-Reviews-Americas_Best_Value_Classic_Inn_Suites_Downtown-Houston_Texas.html,,,2536 North Freeway,77009,Houston
Brentwood Inn,,http://www.tripadvisor.com/Hotel_Review-g56003-d98970-Reviews-Brentwood_Inn-Houston_Texas.html,,,1300 Nasa Parkway,77058,Houston
Scottish Inn & Suites Houston - Eastex Freeway,,http://www.tripadvisor.com/Hotel_Review-g56003-d603138-Reviews-Scottish_Inn_Suites_Houston_Eastex_Freeway-Houston_Texas.html,,,3676 Eastex Freeway,77026,Houston
Regency Inn & Suites,2,http://www.tripadvisor.com/Hotel_Review-g56003-d558038-Reviews-Regency_Inn_Suites-Houston_Texas.html,,,10801 East Freeway,77029,Houston
Houston Days Inn Downtown / Medical Center,,http://www.tripadvisor.com/Hotel_Review-g56003-d108029-Reviews-Houston_Days_Inn_Downtown_Medical_Center-Houston_Texas.html,,,4640 Main Street,77002,Houston
Wellesley Suites Memorial,,http://www.tripadvisor.com/Hotel_Review-g56003-d217739-Reviews-Wellesley_Suites_Memorial-Houston_Texas.html,,,7855 Katy Freeway,77024,Houston
Holiday Inn Houston Southwest-Hwy 59S @ Beltway 8,3,http://www.tripadvisor.com/Hotel_Review-g56003-d98981-Reviews-Holiday_Inn_Houston_Southwest_Hwy_59S_Beltway_8-Houston_Texas.html,,,11160 Southwest Freeway,77031,Houston
Hospitality Inn,,http://www.tripadvisor.com/Hotel_Review-g56003-d98986-Reviews-Hospitality_Inn-Houston_Texas.html,,,8700 South Main Street,77025,Houston
Camelot Inn & Suites,,http://www.tripadvisor.com/Hotel_Review-g56003-d649739-Reviews-Camelot_Inn_Suites-Houston_Texas.html,,,10807 Veterans Memorial Dr,77067,Houston
Americas Best Value Inn & Suites-Houston North,,http://www.tripadvisor.com/Hotel_Review-g56003-d239848-Reviews-Americas_Best_Value_Inn_Suites_Houston_North-Houston_Texas.html,,,643 West Little York Road,77091,Houston
Courtyard by Marriott Houston Brookhollow,3,http://www.tripadvisor.com/Hotel_Review-g56003-d98936-Reviews-Courtyard_by_Marriott_Houston_Brookhollow-Houston_Texas.html,,,2504 North Loop West,77092,Houston
InTown Suites Houston Intercontinental,,http://www.tripadvisor.com/Hotel_Review-g56003-d223182-Reviews-InTown_Suites_Houston_Intercontinental-Houston_Texas.html,,,720 N Sam Houston Pkwy East,77060,Houston
Econo Lodge Houston Lobby,2,http://www.tripadvisor.com/Hotel_Review-g56003-d108151-Reviews-Econo_Lodge_Houston_Lobby-Houston_Texas.html,,,9000 Airport Blvd,77061,Houston
Rodeway Inn & Suites Hwy 290 NW,2,http://www.tripadvisor.com/Hotel_Review-g56003-d108047-Reviews-Rodeway_Inn_Suites_Hwy_290_NW-Houston_Texas.html,,,4760 Sherwood Ln.,77092,Houston
TownePlace Suites Houston Northwest,2.5,http://www.tripadvisor.com/Hotel_Review-g56003-d223187-Reviews-TownePlace_Suites_Houston_Northwest-Houston_Texas.html,,,11040 Louetta Road,77070,Houston
Candlewood Suites Houston-At Citycentre-Energy Corridor,2,http://www.tripadvisor.com/Hotel_Review-g56003-d107952-Reviews-Candlewood_Suites_Houston_At_Citycentre_Energy_Corridor-Houston_Texas.html,,,10503 Town & Country Way,77024,Houston
Super 8 Houston /I-10 & 610,,http://www.tripadvisor.com/Hotel_Review-g56003-d252340-Reviews-Super_8_Houston_I_10_610-Houston_Texas.html,,,555 Homestead Road,77008,Houston
Galleria Garden Hotel/Apartments,2.5,http://www.tripadvisor.com/Hotel_Review-g56003-d653244-Reviews-Galleria_Garden_Hotel_Apartments-Houston_Texas.html,,,3101 Sage Road,77056,Houston
Palace Inn Sam Houston Parkway North,,http://www.tripadvisor.com/Hotel_Review-g56003-d1484167-Reviews-Palace_Inn_Sam_Houston_Parkway_North-Houston_Texas.html,,,5420 E Sam Houston Parkway N,77015,Houston
La Quinta Woodlands Hotel,,http://www.tripadvisor.com/Hotel_Review-g56003-d1224357-Reviews-La_Quinta_Woodlands_Hotel-Houston_Texas.html,,,28673 I-45 North,77381,Houston
Americas Best Value Inn & Suites-Houston/FM 249,,http://www.tripadvisor.com/Hotel_Review-g56003-d1858908-Reviews-Americas_Best_Value_Inn_Suites_Houston_FM_249-Houston_Texas.html,,,13536 Tomball Parkway,77086,Houston
La Quinta Inn Houston East,2,http://www.tripadvisor.com/Hotel_Review-g56003-d99017-Reviews-La_Quinta_Inn_Houston_East-Houston_Texas.html,,,11999 East Freeway,77029,Houston
Hotel Marquis,,http://www.tripadvisor.com/Hotel_Review-g56003-d108145-Reviews-Hotel_Marquis-Houston_Texas.html,,,6115 Will Clayton Parkway,77205-6135,Houston
Comfort Inn & Suites Houston,2.5,http://www.tripadvisor.com/Hotel_Review-g56003-d107768-Reviews-Comfort_Inn_Suites_Houston-Houston_Texas.html,,,3555 FM 1960 West,77068,Houston
Scottish Inns & Suites Houston - Hwy 6 South,,http://www.tripadvisor.com/Hotel_Review-g56003-d570092-Reviews-Scottish_Inns_Suites_Houston_Hwy_6_South-Houston_Texas.html,,,8415 Highway 6 South,77083,Houston
